Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Indonesia,IDN,307849578357.8,402379692152.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Iran, Islamic Rep.",IRN,6455859301,4855393068.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Iraq,IRQ,19135602755,27488314709.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ireland,IRL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Isle of Man,IMN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Israel,ISR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Italy,ITA,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Jamaica,JAM,14055964975.2,14464674889.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Japan,JPN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Jordan,JOR,25598481274.6,33493554481.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kazakhstan,KAZ,153469827966.4,159281625166.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kenya,KEN,19783760501.7,34970099589.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kiribati,KIR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Korea, Dem. People's Rep.",PRK,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Korea, Rep.",KOR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kosovo,XKX,2102921437.4,2417453907.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kuwait,KWT,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kyrgyz Republic,KGZ,7720114040.8,8454325248.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lao PDR,LAO,11694021829.7,19211586683
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Latvia,LVA,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lebanon,LBN,68219052512,73893126216.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lesotho,LSO,952588686.1,1583480653
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Liberia,LBR,837435458.6,1266753401.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Libya,LBY,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Liechtenstein,LIE,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lithuania,LTU,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Luxembourg,LUX,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Macao SAR, China",MAC,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,North Macedonia,MKD,6592451551,8883693457.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Madagascar,MDG,3007857304.8,4044792622.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malawi,MWI,1721202630.8,2427416965.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malaysia,MYS,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Maldives,MDV,1004002006.3,2674811758.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mali,MLI,3747044962.9,4993929073.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malta,MLT,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Marshall Islands,MHL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mauritania,MRT,4993494071.2,5381274690.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mauritius,MUS,10302274190,12361096211.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mexico,MEX,538015200055.6,617449991504.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Micronesia, Fed. Sts.",FSM,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Moldova,MDA,6094646557.5,7299000270.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Monaco,MCO,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mongolia,MNG,24116768493.9,33307361024.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Montenegro,MNE,6674238727,8448399319.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Morocco,MAR,44625383212.7,55279299519.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mozambique,MOZ,38032451512.3,54211909485.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Myanmar,MMR,10219854991,11182088460
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Namibia,NAM,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nauru,NRU,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nepal,NPL,4142916401.3,6515787783.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Netherlands,NLD,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Caledonia,NCL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Zealand,NZL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nicaragua,NIC,11513227717.4,13610346037.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Niger,NER,2228591634.7,3584099139.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nigeria,NGA,45024833871.7,81374890974.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Northern Mariana Islands,MNP,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Norway,NOR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Oman,OMN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Pakistan,PAK,68749830505.4,110177707176.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Palau,PLW,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Panama,PAN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Papua New Guinea,PNG,20386681359.9,18744676569
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Paraguay,PRY,17297632892.1,17644581576.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Peru,PER,67186181291.8,64247279473.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Philippines,PHL,76266519789.9,83649010514.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Poland,POL,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Portugal,PRT,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Puerto Rico (US),PRI,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Qatar,QAT,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Romania,ROU,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Russian Federation,RUS,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Rwanda,RWA,3451961693,6514940151.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Samoa,WSM,466304621,434855300.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,San Marino,SMR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sao Tome and Principe,STP,237958644.5,277098659
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Saudi Arabia,SAU,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Senegal,SEN,10478611827.8,19248797303.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Serbia,SRB,30260552576.6,32109016714.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Seychelles,SYC,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sierra Leone,SLE,1558269901.7,1930060483.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Singapore,SGP,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sint Maarten (Dutch part),SXM,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Slovak Republic,SVK,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Slovenia,SVN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Solomon Islands,SLB,207462428.9,304960708.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Somalia, Fed. Rep.",SOM,2770590306.7,5374181112.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,South Africa,ZAF,127741439982.3,190737954551.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,South Sudan,SSD,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Spain,ESP,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sri Lanka,LKA,43926833891.1,56118735647
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Kitts and Nevis,KNA,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Lucia,LCA,529980934.5,638927013.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Martin (French part),MAF,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Vincent and the Grenadines,VCT,354318442.3,337067165.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sudan,SDN,21657734193.6,22843960859.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Suriname,SUR,2562547848.2,3927535691.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Eswatini,SWZ,449611575.9,833719718.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sweden,SWE,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Switzerland,CHE,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Syrian Arab Republic,SYR,4419183536.1,4590239653.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tajikistan,TJK,5144129015,6632776523.9
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tanzania,TZA,18159958605.5,24184306390.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Thailand,THA,122988521275.3,168599886145.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Timor-Leste,TLS,116733681.1,203400669.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Togo,TGO,1102550545,1996025942.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tonga,TON,184338819.8,186647313.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Trinidad and Tobago,TTO,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tunisia,TUN,28197062216.1,40224514020.4
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turkiye,TUR,399739340547.3,414870032426.6
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turkmenistan,TKM,7003746694.1,6650434191.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turks and Caicos Islands,TCA,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tuvalu,TUV,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Uganda,UGA,9570705817.9,13993280988.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Ukraine,UKR,118566228266.3,125724670239.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United Arab Emirates,ARE,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United Kingdom,GBR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United States,USA,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Uruguay,URY,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Uzbekistan,UZB,13385244470.5,22957594678.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Vanuatu,VUT,256793136.3,424722517.3
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Venezuela, RB",VEN,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Viet Nam,VNM,81825409829.4,122496401626
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Virgin Islands (U.S.),VIR,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,West Bank and Gaza,PSE,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Yemen, Rep.",YEM,7298886699.6,7055219065.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Zambia,ZMB,12339413475.8,29392470204.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Zimbabwe,ZWE,9707051831.6,12249359646.4
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Afghanistan,AFG,0.292136690509521,0.291266953257151
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Albania,ALB,10.1679584260365,3.99081721690599
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Algeria,DZA,0.376339887770164,0.102721141380639
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,American Samoa,ASM,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Andorra,AND,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Angola,AGO,9.98495846396978,16.6413690095107
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Antigua and Barbuda,ATG,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Argentina,ARG,3.06754860680855,10.2506978527451
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Armenia,ARM,14.0746927335891,15.0095189990006
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Aruba,ABW,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Australia,AUS,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Austria,AUT,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Azerbaijan,AZE,3.71418393756825,4.46457387715499
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Bahamas, The",BHS,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bahrain,BHR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bangladesh,BGD,0.844871384065753,1.62297227133607
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Barbados,BRB,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Belarus,BLR,9.20463103613062,7.21493266407282
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Belgium,BEL,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Belize,BLZ,4.66788301837338,4.68336724243253
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Benin,BEN,1.86001689236651,1.79013942750904
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bermuda,BMU,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bhutan,BTN,6.62313890348172,2.71585098168328
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bolivia,BOL,3.11766603502213,2.69461388531017
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bosnia and Herzegovina,BIH,11.7273252600119,5.00852567975624
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Botswana,BWA,1.89049737289671,1.17254702311366
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Brazil,BRA,5.08089116660866,8.32868430672998
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,British Virgin Islands,VGB,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Brunei Darussalam,BRN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bulgaria,BGR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Burkina Faso,BFA,14.2427157435851,15.1072470820472
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Burundi,BDI,0.867539084799958,1.45258451024354
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cabo Verde,CPV,2.97965510836869,3.17641310040712
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cambodia,KHM,2.98153557794747,4.28887163900805
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cameroon,CMR,1.60185256039175,2.92136566551348
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Canada,CAN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cayman Islands,CYM,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Central African Republic,CAF,1.02329163884875,1.27274945104712
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Chad,TCD,0.792252153834303,0.903908368232173
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Channel Islands,CHI,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Chile,CHL,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,China,CHN,1.12829634240865,1.89934892791416
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Colombia,COL,4.91501498674917,6.08069139885482
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Comoros,COM,0.764493461702575,0.762090693803944
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Congo, Dem. Rep.",COD,0.982938875441997,2.15313617445927
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Congo, Rep.",COG,3.36287338968537,4.02116124170304
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Costa Rica,CRI,5.12192268733894,5.19182143363171
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cote d'Ivoire,CIV,1.80611488648909,5.11506410485388
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Croatia,HRV,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cuba,CUB,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Curacao,CUW,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Cyprus,CYP,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Czechia,CZE,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Denmark,DNK,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Djibouti,DJI,1.84463658587506,2.6630671491559
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Dominica,DMA,5.80332442555102,5.76014473644288
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Dominican Republic,DOM,7.69469706037335,4.33367353017071
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ecuador,ECU,5.33932888688904,8.98074031521859
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Egypt, Arab Rep.",EGY,1.16864264566752,2.94081739032531
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,El Salvador,SLV,5.85218276464342,22.0195386068307
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Equatorial Guinea,GNQ,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Eritrea,ERI,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Estonia,EST,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ethiopia,ETH,1.71362632831958,2.32369032719482
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Faroe Islands,FRO,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Fiji,FJI,7.8372245467305,4.46886209993173
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Finland,FIN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,France,FRA,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,French Polynesia,PYF,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Gabon,GAB,3.57745608897657,4.51381567586813
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Gambia, The",GMB,3.03169310111748,2.65547559646981
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Georgia,GEO,14.5035570069354,14.6173244932078
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Germany,DEU,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ghana,GHA,2.59522702070256,14.7039935297063
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Gibraltar,GIB,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Greece,GRC,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Greenland,GRL,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Grenada,GRD,3.06185992454703,5.00988576186229
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guam,GUM,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guatemala,GTM,3.47914484653696,2.69289286903517
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guinea,GIN,0.892816840265302,0.830288820123919
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guinea-Bissau,GNB,0.436155022846597,1.46774753099884
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Guyana,GUY,1.68286754078736,2.71785148981421
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Haiti,HTI,0.237109481655289,0.14311773297993
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Honduras,HND,6.56681947932253,3.88386078331619
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Hong Kong SAR, China",HKG,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Hungary,HUN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Iceland,ISL,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,India,IND,2.38856458537453,1.82517493462647
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Indonesia,IDN,7.24190185567507,7.54979926128362
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Iran, Islamic Rep.",IRN,0.178135396449865,0.10012688415046
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Iraq,IRQ,1.14403955638114,1.16723411339498
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ireland,IRL,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Isle of Man,IMN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Israel,ISR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Italy,ITA,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Jamaica,JAM,29.5816764328813,35.8440538404961
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Japan,JPN,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Jordan,JOR,5.50550289790124,7.52892827253834
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kazakhstan,KAZ,20.1755261457062,20.6216780366535
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kenya,KEN,1.40888517813813,4.54740284016274
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kiribati,KIR,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Korea, Dem. People's Rep.",PRK,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Korea, Rep.",KOR,..,..
